genus,species,ID,specimen,year,latitude,longitude,X28mVampl,X44mVampl,X15Nair,p13C,N,C,CN,A13c,Aco2,wue,delta,ci_ca,ci,mat,map,X25lflt_g_mean,X25lflt_cm2_mean,SLA,Leaflets,lifehistory,rangesize,deciduousness,tip_assignment,,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
Marina,calycosa,54,Reina 2010-548,2010,31.3175,-108.9986111,6233,7175,-1.41,-27.48,3.32,43.57,13.12349398,-8.59,394.94,82.74773854,19.42376506,0.664768366,262.5436183,,,0.004,0.0774192,19.3548,12,2,1.16E+11,2,Marina_calycosa_PatagoniaMtns_98,,194,132,58,3628,298,73,225,239,205,239,148,410,124,0,118,289,4,289,54
Marina,capensis,19,SEW 1563,2019,23.40243,-110.20385,6623,7145,-0.56,-27.3,3.09,44.45,14.38511327,-8.75,414.06,90.7974477,19.07062815,0.649142838,268.7840837,226,155,0.000264,0.020554,77.856061,18,1,3.38E+10,2,Marina_capensis_SEW_10,,230,128,59,3449,336,121,215,274,216,279,190,122,31,0,90,70,2,67,21
Marina,capensis,19,SEW 1563,2019,23.40243,-110.20385,6648,7153,-0.54,-27.3,3.21,46.18,14.38629283,-8.75,414.06,90.7974477,19.07062815,0.649142838,268.7840837,226,155,0.000264,0.020554,77.856061,18,1,33795538184,2,Marina_capensis_SEW_10,,230,128,59,3449,336,121,215,274,216,279,190,122,31,0,90,70,2,67,21
Marina,capensis,76,Rebman 30796,2015,23.40406,-110.20453,4126,10883,2.31,-29.36,2.78,32.64,11.74100719,-8.51,401.43,61.2727771,21.48067255,0.755781971,303.3935566,226,155,0.0013,0.0838708,64.516,18,1,33795538184,2,Marina_capensis_SEW_10,,227,129,59,3447,334,118,216,272,212,276,188,146,39,0,96,86,2,85,25
Marina,chrysorrhiza,30,SEW(1562),2019,23.53487,-110.068102,4602,7332,-1,-29.7,2.17,43.97,20.26267281,-8.75,414.06,61.9342562,21.59126043,0.76067524,314.9651901,207,423,0.00034,0.032252,94.85882353,12,1,33795538184,2,Marina_chrysorrhiza_SierradelNovillo_156,,227,129,59,3447,334,118,216,272,212,276,188,146,39,0,96,86,2,85,25
Marina,chrysorrhiza,23,SEW (1564),2019,23.23837,-109.95332,2445,5211,-1.74,-29.1,1.42,33.16,23.35211268,-8.75,414.06,69.16343181,20.95993408,0.732740446,303.3985091,194,410,0.00192,0.01152,60,12,1,33795538184,2,Marina_chrysorrhiza_SierradelNovillo_156,,226,130,59,3444,334,117,217,271,213,276,187,155,42,0,102,92,2,91,26
Marina,chrysorrhiza,23,SEW (1564),2019,23.23837,-109.95332,2555,5408,-1.55,-29.1,1.47,34.11,23.20408163,-8.75,414.06,69.16343181,20.95993408,0.732740446,303.3985091,194,410,0.00192,0.01152,60,12,1,33795538184,2,Marina_chrysorrhiza_SierradelNovillo_156,,226,130,59,3444,334,117,217,271,213,276,187,155,42,0,102,92,2,91,26
Marina,chrysorrhiza,22,SEW (1566),2020,23.181052,-109.47574,6813,8520,-0.78,-28.7,2.7,47.34,17.53333333,-8.84,414.25,75.07337452,20.44682384,0.710036453,294.1326008,239,270,0.00026,0.009176,35.292308,12,1,33795538184,2,Marina_chrysorrhiza_SierradelNovillo_156,,226,130,59,3444,334,117,217,271,213,276,187,155,42,0,102,92,2,91,26
Marina,chrysorrhiza,22,SEW (1566),2020,23.181052,-109.475742,9238,10584,-0.74,-28.6,2.6,46.05,17.71153846,-8.84,414.25,76.27681987,20.34177476,0.705388264,292.2070882,239,270,0.00026,0.009176,35.292308,12,1,33795538184,2,Marina_chrysorrhiza_SierradelNovillo_156,,172,116,59,2818,266,70,196,198,176,204,133,1246,304,7,93,775,42,674,156
Marina,chrysorrhiza,30,SEW(1562),2019,23.53487,-110.068102,5094,7933,-1.02,-29.7,2.19,45.15,20.61643836,-8.75,414.06,61.9342562,21.59126043,0.76067524,314.9651901,207,423,0.00034,0.032252,94.858824,12,1,33795538184,2,Marina_chrysorrhiza_SierradelNovillo_157,,172,116,59,2818,266,70,196,198,176,204,133,1246,304,7,93,775,42,674,156
Marina,chrysorrhiza,47,Rebman 30948,2015,23.7934,-110.10265,4670,6786,-0.84,-28,2.9,47.5,16.37931034,-8.318,402.74,75.19107692,20.24897119,0.701281911,282.4342769,,,0.000075,0.005251602,70.02136533,12,1,33795538184,2,Marina_chrysorrhiza_SierradelNovillo_158,,239,142,54,4672,359,98,261,285,249,298,180,277,101,0,124,202,3,193,34
Marina,chrysorrhiza,47,Rebman 30948,2015,23.7934,-110.10265,5391,6611,-0.87,-28.45,2.98,49.47,16.60067114,-8.318,402.74,69.927877,20.72152746,0.72219148,290.8553968,,,0.000075,0.005251602,70.02136533,12,1,33795538184,2,Marina_chrysorrhiza_SierradelNovillo_159,,214,76,31,5969,325,84,241,271,186,281,131,1284,252,33,62,611,120,510,173
Marina,chrysorrhiza,322,SEW 1737,2022,26.42049,-112.6859,4060,8075,-2.72,-29.3,1.89,45.81,24.23809524,-9,423.14,71.23234972,20.91274338,0.730652362,309.1682405,,,0.00031,0.023,74.19354839,12,1,33795538184,2,Marina_chrysorrhiza_SierradelNovillo_160,,207,140,59,3792,318,82,236,257,215,257,160,423,135,0,128,317,3,317,51
Marina,chrysorrhiza,305,SEW 1750,2022,23.65027,-109.92284,4340,7411,-0.88,-27.24,2.36,44.7,18.94067797,-9,423.14,96.53149221,18.750771,0.634989867,268.6896125,,,0.0004,0.029,72.5,12,1,33795538184,2,Marina_chrysorrhiza_SierradelNovillo_161,,207,140,59,3792,318,82,236,257,215,257,160,423,135,0,128,317,3,317,51
Marina,chrysorrhiza,206,SEW 1737,2022,26.42049,-112.6859,4630,8169,-0.32,-27.25,2.4,47.27,19.69583333,-9,423.14,96.40893965,18.7612439,0.63545327,268.8856966,,,0.000149091,0.011,73.78044282,12,1,33795538184,2,Marina_chrysorrhiza_SierradelNovillo_162,,156,119,59,2904,253,52,201,183,158,189,115,1221,285,9,90,740,49,653,165
Marina,crenulata,82,Sanders 13486,1993,26.98333,-108.9766,2275,10931,-1.74,-26.44,2.64,52.48,19.87878788,-8.08,360.28,81.11658403,18.85862196,0.639762034,230.4934656,,,0.0022,0.0193548,8.797636364,14,2,1.25E+11,1,Marina_crenulata_Sinaloa_210,,196,141,59,3855,307,69,238,243,183,243,147,452,137,1,123,328,6,328,55
Marina,crenulata,61,Fishbein 1913,1994,26.983333,-108.975,3422,5530,-1.63,-30.22,2.73,46.68,17.0989011,-7.6,352.87,35.86394823,23.32487781,0.837383974,295.4876828,,,0.001,0.0774192,77.4192,14,2,1.25E+11,1,Marina_crenulata_Sinaloa_210,,196,141,59,3855,307,69,238,243,183,243,147,452,137,1,123,328,6,328,55
Marina,crenulata,61,Fishbein 1913,1994,26.98,-108.975,6146,9593,0.76,-30.17,4.09,49.86,12.19070905,-7.6,352.87,36.37879055,23.27211986,0.835049551,294.6639351,,,0.001,0.0774192,77.4192,14,2,1.25E+11,1,Marina_crenulata_Sinaloa_210,,196,142,59,3890,308,68,240,244,184,244,147,455,138,1,125,331,6,331,55
Marina,crenulata,134,Steinmann 94-38,1994,26.983333,-108.979167,6916,9092,5.67,-23.09,3.19,47.86,15.0031348,-8.17,363.05,117.7438079,15.27264538,0.481090504,174.6599073,,,0.001,0.0193548,19.3548,14,2,1.25E+11,1,Marina_crenulata_Sinaloa_210,,210,143,59,4011,325,83,242,262,194,262,160,421,132,1,127,317,5,317,51
